swap_number,battery_id,datetime,day_of_week,station_id,customer_id,charge_Remaining,provided_battery_id,provided_battery_charge,charging_destination,swap_success
3514,528,07/01/2023 11:28,Saturday,1,408,50,492,95,same station,1
3515,599,07/01/2023 11:29,Saturday,16,426,19,718,85,same station,1
3516,131,07/01/2023 11:30,Saturday,12,10,7,446,74,solar farm,1
3517,372,07/01/2023 11:30,Saturday,15,300,16,855,91,solar farm,1
3518,782,07/01/2023 11:34,Saturday,7,129,27,456,78,solar farm,1
3519,656,07/01/2023 11:35,Saturday,3,639,32,441,66,solar farm,1
3520,261,07/01/2023 11:37,Saturday,9,637,15,787,89,same station,1
3521,600,07/01/2023 11:37,Saturday,17,70,32,848,76,same station,1
3522,422,07/01/2023 11:43,Saturday,12,14,41,841,62,solar farm,1
3523,921,07/01/2023 11:43,Saturday,17,447,30,147,59,same station,1
3524,746,07/01/2023 11:50,Saturday,9,38,9,952,85,solar farm,1
3525,268,07/01/2023 11:52,Saturday,5,558,38,757,74,solar farm,1
3526,548,07/01/2023 11:54,Saturday,18,419,57,146,84,solar farm,1
3527,884,07/01/2023 11:58,Saturday,7,8,9,459,83,residential area,1
3528,524,07/01/2023 12:00,Saturday,4,436,44,615,88,solar farm,1
3529,955,07/01/2023 12:01,Saturday,4,328,48,581,86,residential area,1
3530,28,07/01/2023 12:02,Saturday,4,597,29,734,67,solar farm,1
3531,765,07/01/2023 12:05,Saturday,4,132,3,572,71,solar farm,1
3532,312,07/01/2023 12:15,Saturday,2,577,11,574,72,same station,1
3533,440,07/01/2023 12:21,Saturday,7,639,44,567,63,solar farm,1
3534,214,07/01/2023 12:22,Saturday,19,497,39,282,61,residential area,1
3535,572,07/01/2023 12:24,Saturday,9,65,5,740,86,same station,1
3536,465,07/01/2023 12:28,Saturday,15,274,25,342,94,same station,1
3537,915,07/01/2023 12:31,Saturday,19,11,15,452,86,same station,1
3538,870,07/01/2023 12:35,Saturday,7,125,10,714,73,solar farm,1
3539,227,07/01/2023 12:46,Saturday,6,61,12,403,88,residential area,1
3540,701,07/01/2023 12:47,Saturday,19,150,41,686,81,solar farm,1
3541,200,07/01/2023 12:47,Saturday,6,528,46,709,72,same station,1
3542,746,07/01/2023 12:49,Saturday,1,422,11,518,60,same station,1
3543,671,07/01/2023 12:58,Saturday,15,375,18,469,65,solar farm,1
3544,509,07/01/2023 13:07,Saturday,1,407,59,278,93,residential area,1
3545,790,07/01/2023 13:09,Saturday,19,370,11,374,94,solar farm,1
3546,128,07/01/2023 13:10,Saturday,13,420,23,787,60,same station,1
3547,347,07/01/2023 13:13,Saturday,13,166,11,615,66,solar farm,1
3548,843,07/01/2023 13:13,Saturday,11,399,1,122,92,solar farm,1
3549,135,07/01/2023 13:14,Saturday,7,344,36,977,71,residential area,1
3550,123,07/01/2023 13:18,Saturday,5,365,37,289,90,solar farm,1
3551,805,07/01/2023 13:26,Saturday,8,126,4,491,60,same station,1
3552,85,07/01/2023 13:35,Saturday,10,590,43,189,77,same station,1
3553,255,07/01/2023 13:39,Saturday,1,47,30,389,88,residential area,1
3554,398,07/01/2023 13:39,Saturday,7,69,31,856,93,same station,1
3555,130,07/01/2023 13:41,Saturday,19,181,11,112,60,solar farm,1
3556,848,07/01/2023 13:44,Saturday,13,430,17,953,94,residential area,1
3557,472,07/01/2023 13:45,Saturday,13,348,11,662,91,same station,1
3558,473,07/01/2023 13:47,Saturday,13,559,1,188,85,solar farm,1
3559,416,07/01/2023 13:49,Saturday,13,294,21,455,81,same station,1
3560,169,07/01/2023 13:49,Saturday,10,170,17,546,76,solar farm,1
3561,646,07/01/2023 13:51,Saturday,6,502,42,301,74,solar farm,1
3562,958,07/01/2023 13:53,Saturday,6,315,53,147,91,residential area,1
3563,233,07/01/2023 13:54,Saturday,1,105,48,96,98,solar farm,1
3564,829,07/01/2023 13:54,Saturday,11,272,54,866,85,residential area,1
3565,477,07/01/2023 13:55,Saturday,14,363,23,570,68,residential area,1
3566,77,07/01/2023 13:57,Saturday,4,177,11,513,57,same station,1
3567,944,07/01/2023 14:01,Saturday,6,229,54,42,96,solar farm,1
3568,352,07/01/2023 14:03,Saturday,20,493,56,101,55,residential area,0
3569,707,07/01/2023 14:06,Saturday,20,580,23,786,98,solar farm,1
3570,546,07/01/2023 14:07,Saturday,5,23,59,821,63,solar farm,1
3571,567,07/01/2023 14:08,Saturday,11,123,30,486,63,residential area,1
3572,717,07/01/2023 14:10,Saturday,15,286,13,823,76,residential area,1
3573,513,07/01/2023 14:22,Saturday,15,269,47,916,98,solar farm,1
3574,151,07/01/2023 14:24,Saturday,19,475,43,41,79,solar farm,1
3575,162,07/01/2023 14:24,Saturday,18,401,56,782,63,solar farm,1
3576,1,07/01/2023 14:24,Saturday,18,335,49,352,59,solar farm,1
3577,947,07/01/2023 14:24,Saturday,13,501,51,329,78,solar farm,1
3578,454,07/01/2023 14:24,Saturday,16,443,26,183,62,solar farm,1
3579,156,07/01/2023 14:24,Saturday,18,569,43,488,82,solar farm,1
3580,92,07/01/2023 14:31,Saturday,14,183,53,771,94,solar farm,1
3581,831,07/01/2023 14:32,Saturday,17,150,57,283,96,solar farm,1
3582,162,07/01/2023 14:32,Saturday,20,16,21,527,83,solar farm,1
3583,561,07/01/2023 14:33,Saturday,8,204,1,475,92,residential area,1
3584,837,07/01/2023 14:44,Saturday,20,505,23,545,84,solar farm,1
3585,672,07/01/2023 14:47,Saturday,9,120,22,904,68,same station,1
3586,167,07/01/2023 14:47,Saturday,11,7,2,670,66,same station,1
3587,606,07/01/2023 14:54,Saturday,14,119,23,856,69,solar farm,1
3588,794,07/01/2023 14:58,Saturday,12,581,15,706,87,residential area,1
3589,679,07/01/2023 15:02,Saturday,8,537,13,433,86,solar farm,1
3590,585,07/01/2023 15:04,Saturday,5,251,2,346,57,residential area,1
3591,982,07/01/2023 15:07,Saturday,13,559,1,321,55,same station,1
3592,523,07/01/2023 15:08,Saturday,2,54,56,761,84,solar farm,1
3593,172,07/01/2023 15:11,Saturday,8,295,56,589,63,same station,1
3594,981,07/01/2023 15:16,Saturday,17,156,25,862,94,same station,1
3595,757,07/01/2023 15:21,Saturday,17,237,53,33,85,same station,1
3596,834,07/01/2023 15:24,Saturday,12,131,49,871,72,residential area,1
3597,729,07/01/2023 15:27,Saturday,7,516,20,536,72,solar farm,1
3598,852,07/01/2023 15:30,Saturday,10,334,38,313,80,residential area,1
3599,494,07/01/2023 15:35,Saturday,2,394,17,370,60,same station,1
3600,340,07/01/2023 15:35,Saturday,16,382,42,515,84,solar farm,1
3601,347,07/01/2023 15:38,Saturday,19,21,54,471,62,same station,1
3602,119,07/01/2023 15:54,Saturday,10,32,49,818,97,residential area,1
3603,725,07/01/2023 15:54,Saturday,4,214,52,48,85,same station,1
3604,144,07/01/2023 15:56,Saturday,6,290,7,531,74,solar farm,1
3605,149,07/01/2023 15:56,Saturday,2,17,44,194,75,solar farm,1
3606,845,07/01/2023 16:00,Saturday,8,188,27,241,76,residential area,1
3607,4,07/01/2023 16:05,Saturday,6,316,44,55,99,residential area,1
3608,485,07/01/2023 16:06,Saturday,4,672,14,766,79,residential area,1
3609,340,07/01/2023 16:07,Saturday,14,514,9,520,96,solar farm,1
3610,904,07/01/2023 16:14,Saturday,18,545,52,441,98,same station,1
3611,852,07/01/2023 16:18,Saturday,19,650,36,953,68,residential area,1
3612,549,07/01/2023 16:29,Saturday,14,464,8,314,78,same station,1
3613,951,07/01/2023 16:30,Saturday,14,419,57,476,72,residential area,1
3614,171,07/01/2023 16:34,Saturday,17,333,32,348,71,residential area,1
3615,206,07/01/2023 16:36,Saturday,16,465,31,208,81,residential area,1
3616,830,07/01/2023 16:37,Saturday,3,291,58,627,57,same station,0
3617,289,07/01/2023 16:47,Saturday,15,512,5,723,75,same station,1
3618,457,07/01/2023 17:08,Saturday,16,127,20,195,79,same station,1
3619,528,07/01/2023 17:08,Saturday,18,697,9,912,80,solar farm,1
3620,977,07/01/2023 17:10,Saturday,2,686,26,878,68,residential area,1
3621,430,07/01/2023 17:11,Saturday,1,262,52,845,59,solar farm,1
3622,969,07/01/2023 17:14,Saturday,3,388,48,503,56,residential area,1
3623,72,07/01/2023 17:15,Saturday,10,250,53,929,94,solar farm,1
3624,964,07/01/2023 17:16,Saturday,13,280,35,607,97,residential area,1
3625,667,07/01/2023 17:18,Saturday,13,47,42,449,67,residential area,1
3626,138,07/01/2023 17:34,Saturday,11,267,57,304,82,same station,1
3627,37,07/01/2023 17:35,Saturday,5,604,42,806,91,residential area,1
3628,892,07/01/2023 17:42,Saturday,11,649,59,891,66,residential area,1
3629,840,07/01/2023 17:55,Saturday,18,38,14,241,56,solar farm,1
3630,21,07/01/2023 17:59,Saturday,11,245,6,173,73,same station,1
3631,952,07/01/2023 17:59,Saturday,14,196,4,72,61,residential area,1
3632,916,07/01/2023 18:03,Saturday,11,552,26,234,88,solar farm,1
3633,717,07/01/2023 18:06,Saturday,19,596,22,437,55,solar farm,1
3634,158,07/01/2023 18:09,Saturday,2,550,27,409,71,same station,1
3635,43,07/01/2023 18:12,Saturday,4,524,56,907,84,solar farm,1
3636,115,07/01/2023 18:27,Saturday,5,692,57,137,75,residential area,1
3637,178,07/01/2023 18:33,Saturday,20,236,4,91,89,same station,1
3638,655,07/01/2023 18:44,Saturday,8,9,49,885,63,same station,1
3639,213,07/01/2023 18:44,Saturday,12,491,5,428,87,residential area,1
3640,276,07/01/2023 18:48,Saturday,2,225,28,46,69,solar farm,1
3641,334,07/01/2023 18:51,Saturday,11,410,42,428,57,same station,1
3642,630,07/01/2023 18:51,Saturday,7,332,34,662,74,same station,1
3643,87,07/01/2023 18:52,Saturday,7,151,41,690,79,same station,1
3644,373,07/01/2023 18:53,Saturday,18,544,58,144,84,solar farm,1
3645,865,07/01/2023 18:56,Saturday,10,693,31,878,92,residential area,1
3646,875,07/01/2023 19:00,Saturday,9,511,11,112,93,solar farm,1
3647,229,07/01/2023 19:01,Saturday,7,683,5,932,68,same station,1
3648,430,07/01/2023 19:14,Saturday,20,360,59,287,96,solar farm,1
3649,865,07/01/2023 19:15,Saturday,13,24,41,293,96,same station,1
3650,454,07/01/2023 19:15,Saturday,17,169,35,824,75,residential area,1
3651,500,07/01/2023 19:18,Saturday,16,387,45,617,64,solar farm,1
3652,518,07/01/2023 19:21,Saturday,10,451,8,533,62,solar farm,1
3653,967,07/01/2023 19:23,Saturday,3,256,9,252,80,solar farm,1
3654,262,07/01/2023 19:23,Saturday,13,210,46,84,71,same station,1
3655,256,07/01/2023 19:30,Saturday,18,318,28,48,78,solar farm,1
3656,503,07/01/2023 19:31,Saturday,6,100,11,587,60,residential area,1
3657,652,07/01/2023 19:36,Saturday,18,313,41,144,81,solar farm,1
3658,579,07/01/2023 19:53,Saturday,15,589,7,574,62,solar farm,1
3659,854,07/01/2023 19:54,Saturday,5,492,42,600,75,solar farm,1
3660,577,07/01/2023 20:00,Saturday,4,694,53,748,56,residential area,1
3661,163,07/01/2023 20:01,Saturday,9,157,9,178,81,residential area,1
3662,64,07/01/2023 20:04,Saturday,8,42,38,959,61,solar farm,1
3663,478,07/01/2023 20:05,Saturday,9,178,27,773,87,residential area,1
3664,898,07/01/2023 20:06,Saturday,18,227,53,344,93,solar farm,1
3665,340,07/01/2023 20:15,Saturday,20,16,3,423,73,same station,1
3666,878,07/01/2023 20:15,Saturday,4,575,39,826,74,residential area,1
3667,908,07/01/2023 20:16,Saturday,9,683,55,162,90,same station,1
3668,138,07/01/2023 20:21,Saturday,10,242,51,179,85,solar farm,1
3669,183,07/01/2023 20:21,Saturday,14,623,30,583,94,solar farm,1
3670,368,07/01/2023 20:26,Saturday,12,427,26,71,60,residential area,1
3671,763,07/01/2023 20:30,Saturday,2,698,48,933,83,same station,1
3672,898,07/01/2023 20:37,Saturday,3,445,52,333,68,same station,1
3673,747,07/01/2023 20:54,Saturday,3,176,44,738,82,residential area,1
3674,144,07/01/2023 21:03,Saturday,14,461,33,116,80,same station,1
3675,307,07/01/2023 21:11,Saturday,14,386,33,844,72,solar farm,1
3676,610,07/01/2023 21:13,Saturday,20,631,19,757,61,residential area,1
3677,590,07/01/2023 21:15,Saturday,17,579,26,94,93,solar farm,1
3678,704,07/01/2023 21:18,Saturday,16,147,49,229,56,same station,1
3679,457,07/01/2023 21:24,Saturday,6,102,32,561,79,same station,1
3680,737,07/01/2023 21:27,Saturday,15,257,22,972,55,residential area,1
3681,518,07/01/2023 21:28,Saturday,17,577,15,986,83,solar farm,1
3682,501,07/01/2023 21:35,Saturday,17,159,48,900,78,same station,1
3683,590,07/01/2023 21:40,Saturday,20,323,51,677,85,residential area,1
3684,294,07/01/2023 21:41,Saturday,16,688,52,483,55,solar farm,1
3685,543,07/01/2023 21:52,Saturday,9,607,43,260,78,solar farm,1
3686,132,07/01/2023 21:52,Saturday,1,55,17,692,69,solar farm,1
3687,208,07/01/2023 21:54,Saturday,12,585,29,557,66,solar farm,1
3688,601,07/01/2023 21:58,Saturday,15,164,32,893,66,solar farm,1
3689,165,07/01/2023 21:59,Saturday,4,620,8,417,82,residential area,1
3690,549,07/01/2023 22:02,Saturday,18,258,34,933,79,same station,1
3691,752,07/01/2023 22:03,Saturday,6,265,34,591,83,residential area,1
3692,314,07/01/2023 22:05,Saturday,1,47,32,564,68,solar farm,1
3693,976,07/01/2023 22:06,Saturday,3,168,41,623,75,residential area,1
3694,589,07/01/2023 22:09,Saturday,20,43,17,782,89,same station,1
3695,346,07/01/2023 22:09,Saturday,5,689,12,716,70,same station,1
3696,280,07/01/2023 22:10,Saturday,8,635,60,216,97,solar farm,1
3697,484,07/01/2023 22:10,Saturday,6,440,43,376,75,residential area,1
3698,455,07/01/2023 22:11,Saturday,14,140,25,273,57,residential area,1
3699,858,07/01/2023 22:21,Saturday,1,535,42,807,98,same station,1
3700,604,07/01/2023 22:29,Saturday,18,657,54,318,95,solar farm,1
3701,929,07/01/2023 22:29,Saturday,6,542,25,404,92,residential area,1
3702,187,07/01/2023 22:29,Saturday,16,86,5,158,92,solar farm,1
3703,29,07/01/2023 22:31,Saturday,4,385,17,31,60,residential area,1
3704,514,07/01/2023 22:31,Saturday,18,388,1,752,89,residential area,1
3705,61,07/01/2023 22:38,Saturday,19,675,9,117,81,solar farm,1
3706,336,07/01/2023 22:39,Saturday,20,648,30,689,86,same station,1
3707,729,07/01/2023 22:49,Saturday,5,20,25,222,63,same station,1
3708,36,07/01/2023 22:51,Saturday,6,124,39,683,61,residential area,1
3709,186,07/01/2023 22:56,Saturday,5,323,29,841,61,solar farm,1
3710,959,07/01/2023 22:57,Saturday,18,558,23,198,59,residential area,1
3711,157,07/01/2023 23:01,Saturday,11,149,53,403,70,same station,1
3712,342,07/01/2023 23:06,Saturday,16,402,42,121,64,solar farm,1
3713,581,07/01/2023 23:08,Saturday,7,181,22,792,84,same station,1
3714,36,07/01/2023 23:08,Saturday,11,191,14,969,67,solar farm,1
3715,221,07/01/2023 23:08,Saturday,10,417,27,802,72,same station,1
3716,677,07/01/2023 23:15,Saturday,8,209,48,359,89,solar farm,1
3717,428,07/01/2023 23:20,Saturday,13,432,37,37,91,solar farm,1
3718,868,07/01/2023 23:27,Saturday,7,227,35,499,82,residential area,1
3719,69,07/01/2023 23:29,Saturday,8,575,13,436,62,solar farm,1
3720,816,07/01/2023 23:33,Saturday,2,202,15,680,70,same station,1
3721,670,07/01/2023 23:33,Saturday,5,536,24,95,75,solar farm,1
3722,726,07/01/2023 23:36,Saturday,12,406,24,524,59,same station,1
3723,354,07/01/2023 23:36,Saturday,9,396,50,435,61,same station,1
3724,402,07/01/2023 23:38,Saturday,13,193,28,100,60,solar farm,1
3725,81,07/01/2023 23:41,Saturday,1,233,27,365,91,same station,1
3726,99,07/01/2023 23:41,Saturday,17,643,15,317,59,same station,1
3727,804,07/01/2023 23:45,Saturday,9,232,37,771,86,residential area,1
3728,389,07/01/2023 23:46,Saturday,18,608,10,511,58,solar farm,1
3729,273,07/01/2023 23:48,Saturday,1,374,53,668,85,same station,1
3730,484,07/01/2023 23:57,Saturday,11,594,14,85,96,residential area,1
3731,216,07/01/2023 23:59,Saturday,14,221,22,888,81,residential area,1
3732,824,07/01/2023 23:59,Saturday,2,122,42,245,65,residential area,1
3733,77,08/01/2023 0:00,Sunday,14,301,19,974,90,solar farm,1
3734,279,08/01/2023 0:15,Sunday,13,23,40,41,80,solar farm,1
3735,907,08/01/2023 0:16,Sunday,1,311,46,736,83,residential area,1
3736,305,08/01/2023 0:19,Sunday,8,235,51,752,83,same station,1
3737,68,08/01/2023 0:19,Sunday,16,126,30,784,57,same station,1
3738,81,08/01/2023 0:19,Sunday,19,192,54,448,95,same station,1
3739,564,08/01/2023 0:19,Sunday,17,282,57,342,82,residential area,1
3740,884,08/01/2023 0:28,Sunday,7,259,39,68,71,same station,1
3741,377,08/01/2023 0:33,Sunday,14,319,45,789,57,same station,1
3742,297,08/01/2023 0:35,Sunday,8,524,14,730,60,same station,1
3743,465,08/01/2023 0:36,Sunday,5,151,22,213,56,solar farm,1
3744,270,08/01/2023 0:40,Sunday,2,583,31,435,82,same station,1
3745,952,08/01/2023 0:41,Sunday,12,222,33,952,99,residential area,1
3746,207,08/01/2023 0:44,Sunday,10,41,11,252,95,residential area,1
3747,730,08/01/2023 0:48,Sunday,13,254,57,288,93,solar farm,1
3748,679,08/01/2023 0:52,Sunday,1,295,27,862,57,solar farm,1
3749,14,08/01/2023 1:02,Sunday,9,306,35,736,56,solar farm,1
3750,734,08/01/2023 1:05,Sunday,20,656,8,743,68,solar farm,1
3751,735,08/01/2023 1:08,Sunday,19,18,41,448,78,same station,1
3752,243,08/01/2023 1:10,Sunday,1,578,49,853,74,residential area,1
3753,599,08/01/2023 1:10,Sunday,18,663,44,231,83,same station,1
3754,100,08/01/2023 1:16,Sunday,17,524,51,447,93,same station,1
3755,956,08/01/2023 1:17,Sunday,3,543,27,429,79,solar farm,1
3756,6,08/01/2023 1:27,Sunday,15,232,44,779,65,solar farm,1
3757,378,08/01/2023 1:40,Sunday,6,385,24,980,90,residential area,1
3758,523,08/01/2023 1:42,Sunday,10,596,38,191,57,same station,1
3759,29,08/01/2023 1:44,Sunday,15,75,42,536,64,residential area,1
3760,998,08/01/2023 1:46,Sunday,15,643,8,386,59,same station,1
3761,346,08/01/2023 1:47,Sunday,8,385,54,611,95,solar farm,1
3762,462,08/01/2023 1:48,Sunday,2,247,56,250,67,residential area,1
3763,863,08/01/2023 1:52,Sunday,4,179,37,743,68,same station,1
3764,547,08/01/2023 1:52,Sunday,2,679,6,964,63,same station,1
3765,739,08/01/2023 1:55,Sunday,4,363,19,828,67,residential area,1
3766,8,08/01/2023 1:55,Sunday,6,9,29,253,55,residential area,1
3767,852,08/01/2023 1:57,Sunday,14,16,1,735,72,residential area,1
3768,776,08/01/2023 1:58,Sunday,1,429,20,307,55,same station,1
3769,334,08/01/2023 1:58,Sunday,2,9,44,696,79,residential area,1
3770,222,08/01/2023 2:02,Sunday,17,369,50,700,89,same station,1
3771,670,08/01/2023 2:02,Sunday,17,392,1,871,83,residential area,1
3772,69,08/01/2023 2:08,Sunday,1,187,49,870,69,same station,1
3773,935,08/01/2023 2:10,Sunday,9,353,31,312,94,residential area,1
3774,237,08/01/2023 2:15,Sunday,11,372,57,799,76,solar farm,1
3775,457,08/01/2023 2:20,Sunday,13,64,17,823,81,residential area,1
3776,339,08/01/2023 2:24,Sunday,6,693,55,673,94,solar farm,1
3777,320,08/01/2023 2:25,Sunday,20,432,6,722,59,residential area,1
3778,277,08/01/2023 2:25,Sunday,5,473,12,952,74,same station,1
3779,804,08/01/2023 2:32,Sunday,8,437,53,604,94,residential area,1
3780,14,08/01/2023 2:36,Sunday,8,657,56,920,78,residential area,1
3781,119,08/01/2023 2:41,Sunday,18,254,22,215,95,residential area,1
3782,881,08/01/2023 2:42,Sunday,15,459,27,491,73,same station,1
3783,439,08/01/2023 2:48,Sunday,6,311,54,298,68,same station,1
3784,680,08/01/2023 2:49,Sunday,13,137,3,301,76,solar farm,1
3785,668,08/01/2023 2:49,Sunday,7,167,16,701,91,same station,1
3786,51,08/01/2023 2:53,Sunday,19,302,33,600,86,residential area,1
3787,352,08/01/2023 2:54,Sunday,2,26,8,433,77,solar farm,1
3788,246,08/01/2023 2:55,Sunday,17,614,26,85,60,solar farm,1
3789,620,08/01/2023 3:03,Sunday,11,296,44,773,78,residential area,1
3790,327,08/01/2023 3:08,Sunday,16,615,34,569,78,residential area,1
3791,955,08/01/2023 3:10,Sunday,13,678,45,834,67,same station,1
3792,362,08/01/2023 3:11,Sunday,7,524,22,574,86,solar farm,1
3793,941,08/01/2023 3:12,Sunday,14,77,35,549,71,residential area,1
3794,120,08/01/2023 3:13,Sunday,15,207,14,7,94,same station,1
3795,89,08/01/2023 3:15,Sunday,7,80,44,403,56,same station,1
3796,228,08/01/2023 3:21,Sunday,10,382,52,772,62,same station,1
3797,497,08/01/2023 3:24,Sunday,15,534,18,392,62,residential area,1
3798,95,08/01/2023 3:28,Sunday,9,46,40,372,80,solar farm,1
3799,457,08/01/2023 3:35,Sunday,1,115,21,874,96,residential area,1
3800,140,08/01/2023 3:36,Sunday,15,267,34,368,60,solar farm,1
3801,830,08/01/2023 3:37,Sunday,14,385,38,369,99,same station,1
3802,208,08/01/2023 3:41,Sunday,14,126,12,29,76,same station,1
3803,983,08/01/2023 3:42,Sunday,2,243,11,192,99,residential area,1
3804,464,08/01/2023 3:49,Sunday,4,83,25,720,95,residential area,1
3805,188,08/01/2023 3:55,Sunday,13,52,46,865,72,same station,1
3806,808,08/01/2023 3:55,Sunday,5,661,3,943,85,solar farm,1
3807,382,08/01/2023 3:58,Sunday,8,433,30,540,63,residential area,1
3808,1,08/01/2023 4:04,Sunday,15,107,23,509,56,same station,1
3809,100,08/01/2023 4:05,Sunday,16,229,10,399,87,same station,1
3810,65,08/01/2023 4:08,Sunday,12,160,60,928,63,residential area,1
3811,590,08/01/2023 4:09,Sunday,16,457,15,514,94,residential area,1
3812,650,08/01/2023 4:13,Sunday,18,492,17,381,76,same station,1
3813,610,08/01/2023 4:14,Sunday,13,257,7,451,59,solar farm,1
3814,857,08/01/2023 4:15,Sunday,20,593,29,860,95,same station,1
3815,181,08/01/2023 4:23,Sunday,16,365,25,382,84,solar farm,1
3816,192,08/01/2023 4:27,Sunday,9,254,23,300,73,solar farm,1
3817,504,08/01/2023 4:31,Sunday,9,207,11,551,97,same station,1
3818,748,08/01/2023 4:36,Sunday,8,674,42,99,76,same station,1
3819,573,08/01/2023 4:36,Sunday,17,266,44,450,95,solar farm,1
3820,191,08/01/2023 4:37,Sunday,5,239,42,303,70,residential area,1
3821,412,08/01/2023 4:38,Sunday,7,102,20,10,72,same station,1
3822,595,08/01/2023 4:42,Sunday,20,322,56,349,77,same station,1
3823,317,08/01/2023 4:42,Sunday,5,512,13,285,60,same station,1
3824,490,08/01/2023 4:43,Sunday,13,659,7,623,57,same station,1
3825,161,08/01/2023 4:43,Sunday,13,254,58,919,65,residential area,1
3826,54,08/01/2023 4:46,Sunday,2,185,8,47,81,residential area,1
3827,510,08/01/2023 4:48,Sunday,5,454,15,396,87,solar farm,1
3828,917,08/01/2023 4:55,Sunday,7,444,48,513,80,residential area,1
3829,98,08/01/2023 5:07,Sunday,9,288,36,224,64,same station,1
3830,823,08/01/2023 5:08,Sunday,13,279,2,110,64,solar farm,1
3831,234,08/01/2023 5:10,Sunday,6,234,42,938,88,same station,1
3832,541,08/01/2023 5:10,Sunday,2,438,12,143,87,same station,1
3833,632,08/01/2023 5:21,Sunday,13,609,48,544,58,solar farm,1
3834,917,08/01/2023 5:23,Sunday,7,610,11,431,87,solar farm,1
3835,189,08/01/2023 5:24,Sunday,13,591,59,379,73,same station,1
3836,779,08/01/2023 5:24,Sunday,10,250,15,821,62,solar farm,1
3837,83,08/01/2023 5:25,Sunday,16,643,37,7,65,solar farm,1
3838,95,08/01/2023 5:26,Sunday,11,180,9,195,69,solar farm,1
3839,670,08/01/2023 5:27,Sunday,14,505,51,661,67,same station,1
3840,678,08/01/2023 5:32,Sunday,9,681,20,999,71,residential area,1
3841,130,08/01/2023 5:34,Sunday,8,438,40,505,59,same station,1
3842,868,08/01/2023 5:37,Sunday,10,202,52,466,66,residential area,1
3843,983,08/01/2023 5:37,Sunday,8,378,10,98,88,solar farm,1
3844,237,08/01/2023 5:38,Sunday,11,385,58,303,72,same station,1
3845,823,08/01/2023 5:38,Sunday,20,654,55,426,59,same station,1
3846,322,08/01/2023 5:40,Sunday,16,343,57,97,80,same station,1
3847,484,08/01/2023 5:43,Sunday,7,252,49,124,60,same station,1
3848,339,08/01/2023 5:44,Sunday,1,544,40,818,91,solar farm,1
3849,205,08/01/2023 5:53,Sunday,16,385,42,527,86,same station,1
3850,470,08/01/2023 6:02,Sunday,13,668,34,272,96,solar farm,1
3851,985,08/01/2023 6:08,Sunday,19,401,39,937,74,same station,1
3852,866,08/01/2023 6:08,Sunday,17,449,18,109,90,residential area,1
3853,761,08/01/2023 6:13,Sunday,18,152,18,885,61,solar farm,1
3854,216,08/01/2023 6:14,Sunday,8,401,41,184,98,residential area,1
3855,146,08/01/2023 6:16,Sunday,20,90,13,159,56,residential area,1
3856,663,08/01/2023 6:27,Sunday,8,202,12,866,92,same station,1
3857,920,08/01/2023 6:28,Sunday,3,473,32,723,81,solar farm,1
3858,789,08/01/2023 6:28,Sunday,6,12,25,322,69,solar farm,1
3859,350,08/01/2023 6:39,Sunday,14,642,60,390,62,residential area,1
3860,692,08/01/2023 6:40,Sunday,15,262,51,807,94,same station,1
3861,398,08/01/2023 6:43,Sunday,12,402,26,637,62,residential area,1
3862,486,08/01/2023 6:44,Sunday,6,479,4,480,97,residential area,1
3863,345,08/01/2023 6:47,Sunday,13,504,48,652,62,residential area,1
3864,95,08/01/2023 6:55,Sunday,15,159,25,778,81,same station,1
3865,64,08/01/2023 6:56,Sunday,4,632,11,745,88,solar farm,1
3866,278,08/01/2023 6:58,Sunday,8,263,8,373,74,solar farm,1
3867,742,08/01/2023 7:02,Sunday,3,222,27,608,95,residential area,1
3868,11,08/01/2023 7:05,Sunday,20,79,32,455,83,residential area,1
3869,552,08/01/2023 7:19,Sunday,12,540,18,774,81,solar farm,1
3870,309,08/01/2023 7:21,Sunday,8,676,35,695,68,residential area,1
3871,684,08/01/2023 7:21,Sunday,17,201,18,665,68,residential area,1
3872,404,08/01/2023 7:22,Sunday,1,433,42,752,88,same station,1
3873,107,08/01/2023 7:24,Sunday,3,127,33,197,55,residential area,1
3874,727,08/01/2023 7:26,Sunday,9,94,49,30,72,residential area,1
3875,798,08/01/2023 7:35,Sunday,10,352,52,406,75,same station,1
3876,205,08/01/2023 7:36,Sunday,5,14,56,97,85,same station,1
3877,425,08/01/2023 7:38,Sunday,19,11,49,546,88,residential area,1
3878,357,08/01/2023 7:39,Sunday,11,649,47,237,78,residential area,1
3879,568,08/01/2023 7:40,Sunday,8,285,8,934,99,same station,1
3880,803,08/01/2023 7:40,Sunday,8,296,16,869,91,solar farm,1
3881,233,08/01/2023 7:42,Sunday,18,46,40,880,64,same station,1
3882,838,08/01/2023 7:47,Sunday,20,601,14,981,73,same station,1
3883,454,08/01/2023 7:50,Sunday,15,537,1,947,56,same station,1
3884,659,08/01/2023 7:53,Sunday,3,198,33,80,74,residential area,1
3885,40,08/01/2023 7:54,Sunday,19,70,13,675,90,residential area,1
3886,742,08/01/2023 8:05,Sunday,8,175,9,138,96,residential area,1
3887,283,08/01/2023 8:05,Sunday,13,278,2,952,87,residential area,1
3888,511,08/01/2023 8:07,Sunday,8,310,41,109,87,same station,1
3889,958,08/01/2023 8:08,Sunday,11,629,7,590,56,solar farm,1
